operatingphysician,claimid
PHY337999,5
PHY338004,1
PHY338007,1
PHY338008,1
PHY338009,1
PHY338019,1
PHY338020,1
PHY338025,1
PHY338030,2
PHY338031,1
PHY338034,1
PHY338038,2
PHY338043,10
PHY338047,4
PHY338050,1
PHY338059,3
PHY338060,1
PHY338061,2
PHY338062,1
PHY338065,12
PHY338072,7
PHY338077,20
PHY338082,3
PHY338083,11
PHY338086,1
PHY338089,2
PHY338090,1
PHY338093,20
PHY338097,1
PHY338098,1
PHY338099,2
PHY338100,1
PHY338104,3
PHY338110,1
PHY338111,2
PHY338113,2
PHY338114,1
PHY338116,1
PHY338120,1
PHY338123,1
PHY338130,1
PHY338131,2
PHY338134,3
PHY338140,2
PHY338141,1
PHY338144,1
PHY338145,12
PHY338147,1
PHY338148,4
PHY338149,1
PHY338150,1
PHY338155,2
PHY338157,1
PHY338160,9
PHY338162,10
PHY338167,1
PHY338168,1
PHY338169,12
PHY338170,8
PHY338173,1
PHY338186,2
PHY338189,1
PHY338193,3
PHY338199,4
PHY338200,2
PHY338203,1
PHY338221,3
PHY338225,1
PHY338233,3
PHY338234,1
PHY338236,5
PHY338237,1
PHY338239,1
PHY338242,1
PHY338244,1
PHY338245,3
PHY338246,2
PHY338250,2
PHY338254,8
PHY338267,1
PHY338268,11
PHY338269,1
PHY338272,4
PHY338275,1
PHY338287,4
PHY338291,2
PHY338293,1
PHY338294,2
PHY338296,1
PHY338297,9
PHY338300,1
PHY338301,7
PHY338307,1
PHY338308,1
PHY338310,6
PHY338313,1
PHY338314,1
PHY338316,1
PHY338327,7
PHY338332,1
PHY338335,2
PHY338336,1
PHY338348,2
PHY338349,6
PHY338351,1
PHY338358,3
PHY338360,2
PHY338363,1
PHY338364,1
PHY338367,2
PHY338373,8
PHY338377,1
PHY338384,1
PHY338391,2
PHY338394,1
PHY338401,1
PHY338413,15
PHY338417,1
PHY338418,1
PHY338420,1
PHY338426,1
PHY338428,1
PHY338431,14
PHY338432,1
PHY338433,2
PHY338435,1
PHY338436,1
PHY338440,1
PHY338443,2
PHY338447,1
PHY338451,1
PHY338458,1
PHY338461,9
PHY338463,1
PHY338464,1
PHY338465,2
PHY338476,1
PHY338478,2
PHY338486,1
PHY338487,1
PHY338488,1
PHY338489,1
PHY338490,1
PHY338491,1
PHY338503,38
PHY338504,2
PHY338508,1
PHY338513,3
PHY338514,1
PHY338519,1
PHY338525,1
PHY338528,1
PHY338529,1
PHY338534,9
PHY338536,1
PHY338540,1
PHY338545,1
PHY338548,1
PHY338552,12
PHY338554,1
PHY338562,84
PHY338564,1
PHY338566,24
PHY338573,1
PHY338575,1
PHY338577,2
PHY338579,10
PHY338581,2
PHY338593,1
PHY338597,38
PHY338600,1
PHY338609,2
PHY338612,1
PHY338616,4
PHY338619,2
PHY338625,1
PHY338626,1
PHY338627,2
PHY338629,1
PHY338630,1
PHY338636,15
PHY338637,3
PHY338638,1
PHY338647,1
PHY338651,6
PHY338652,9
PHY338655,4
PHY338657,6
PHY338660,7
PHY338662,54
PHY338665,2
PHY338666,1
PHY338669,1
PHY338673,3
PHY338679,8
PHY338685,1
PHY338687,1
PHY338688,1
PHY338690,25
PHY338702,1
PHY338705,1
PHY338706,1
PHY338708,1
PHY338710,1
PHY338715,1
PHY338722,8
PHY338725,1
PHY338734,2
PHY338736,2
PHY338738,1
PHY338748,2
PHY338753,1
PHY338755,1
PHY338758,1
PHY338764,1
PHY338765,3
PHY338768,1
PHY338772,1
PHY338777,1
PHY338778,1
PHY338798,1
PHY338799,1
PHY338802,14
PHY338807,2
PHY338812,1
PHY338816,1
PHY338819,1
PHY338823,2
PHY338824,1
PHY338826,2
PHY338827,1
PHY338830,12
PHY338838,2
PHY338840,1
PHY338855,3
PHY338858,3
PHY338861,1
PHY338866,1
PHY338870,1
PHY338873,1
PHY338882,1
PHY338883,1
PHY338888,1
PHY338889,1
PHY338896,2
PHY338897,1
PHY338907,4
PHY338913,2
PHY338914,2
PHY338922,2
PHY338923,4
PHY338924,3
PHY338925,1
PHY338927,1
PHY338928,1
PHY338931,83
PHY338935,2
PHY338943,1
PHY338949,1
PHY338950,1
PHY338951,10
PHY338952,1
PHY338955,1
PHY338961,1
PHY338966,1
PHY338970,2
PHY338971,1
PHY338972,7
PHY338973,2
PHY338975,1
PHY338978,2
PHY338980,2
PHY338981,1
PHY338984,4
PHY338986,7
PHY338995,1
PHY339003,2
PHY339006,1
PHY339007,5
PHY339010,1
PHY339011,2
PHY339012,1
PHY339017,1
PHY339023,1
PHY339031,1
PHY339033,2
PHY339037,1
PHY339042,34
PHY339044,1
PHY339045,4
PHY339053,1
PHY339055,1
PHY339056,2
PHY339062,9
PHY339064,1
PHY339065,1
PHY339067,1
PHY339073,2
PHY339078,7
PHY339080,1
PHY339090,1
PHY339092,1
PHY339100,2
PHY339108,1
PHY339110,4
PHY339111,2
PHY339114,1
PHY339121,2
PHY339128,1
PHY339131,1
PHY339139,1
PHY339140,1
PHY339142,4
PHY339151,1
PHY339152,1
PHY339153,1
PHY339155,4
PHY339160,1
PHY339162,1
PHY339163,1
PHY339169,2
PHY339178,1
PHY339179,1
PHY339180,1
PHY339181,1
PHY339182,1
PHY339183,4
PHY339186,1
PHY339193,1
PHY339194,3
PHY339197,6
PHY339199,1
PHY339202,8
PHY339203,1
PHY339216,3
PHY339217,4
PHY339227,3
PHY339230,1
PHY339236,2
PHY339237,2
PHY339238,1
PHY339240,4
PHY339242,17
PHY339243,1
PHY339246,1
PHY339248,1
PHY339251,1
PHY339252,2
PHY339253,2
PHY339255,1
PHY339257,1
PHY339260,1
PHY339270,17
PHY339273,2
PHY339274,1
PHY339277,1
PHY339278,1
PHY339281,1
PHY339283,1
PHY339285,2
PHY339287,1
PHY339291,1
PHY339293,2
PHY339295,2
PHY339296,1
PHY339299,1
PHY339301,1
PHY339304,2
PHY339305,3
PHY339306,1
PHY339308,3
PHY339310,2
PHY339311,1
PHY339313,3
PHY339314,3
PHY339318,2
PHY339323,1
PHY339325,2
PHY339328,2
PHY339336,1
PHY339339,42
PHY339346,1
PHY339348,1
PHY339355,2
PHY339357,2
PHY339358,36
PHY339363,1
PHY339368,1
PHY339369,1
PHY339370,1
PHY339372,2
PHY339373,3
PHY339376,2
PHY339381,6
PHY339391,1
PHY339395,1
PHY339396,3
PHY339400,5
PHY339401,4
PHY339402,1
PHY339404,2
PHY339406,2
PHY339409,1
PHY339410,1
PHY339412,3
PHY339413,1
PHY339414,1
PHY339417,1
PHY339419,1
PHY339422,1
PHY339423,1
PHY339426,6
PHY339427,1
PHY339428,2
PHY339430,1
PHY339433,1
PHY339435,2
PHY339438,3
PHY339440,2
PHY339445,5
PHY339446,1
PHY339447,2
PHY339450,4
PHY339455,6
PHY339457,3
PHY339463,1
PHY339473,1
PHY339481,9
PHY339483,1
PHY339487,6
PHY339493,1
PHY339497,1
PHY339499,11
PHY339501,1
PHY339503,2
PHY339508,1
PHY339513,1
PHY339514,1
PHY339515,1
PHY339516,2
PHY339517,1
PHY339520,8
PHY339521,1
PHY339522,1
PHY339527,3
PHY339528,2
PHY339529,1
PHY339530,104
PHY339531,2
PHY339532,2
PHY339533,1
PHY339535,1
PHY339542,1
PHY339546,1
PHY339547,8
PHY339548,1
PHY339553,1
PHY339559,1
PHY339560,6
PHY339562,1
PHY339571,1
PHY339582,1
PHY339584,1
PHY339585,1
PHY339588,1
PHY339590,2
PHY339598,2
PHY339602,2
PHY339603,1
PHY339606,1
PHY339609,1
PHY339615,2
PHY339619,4
PHY339621,3
PHY339622,1
PHY339626,3
PHY339630,1
PHY339631,1
PHY339632,1
PHY339637,23
PHY339639,1
PHY339640,1
PHY339646,1
PHY339658,2
PHY339659,1
PHY339660,1
PHY339662,1
PHY339669,1
PHY339670,88
PHY339674,1
PHY339675,4
PHY339676,1
PHY339680,6
PHY339683,1
PHY339685,1
PHY339687,2
PHY339689,1
PHY339692,1
PHY339693,2
PHY339694,1
PHY339698,4
PHY339699,3
PHY339701,1
PHY339706,3
PHY339708,3
PHY339709,7
PHY339710,2
PHY339715,14
PHY339720,1
PHY339722,3
PHY339723,1
PHY339734,1
PHY339735,3
PHY339736,1
PHY339737,1
PHY339740,1
PHY339746,1
PHY339750,1
PHY339752,1
PHY339753,2
PHY339755,1
PHY339759,1
PHY339761,3
PHY339762,3
PHY339766,2
PHY339771,1
PHY339773,14
PHY339774,1
PHY339775,1
PHY339778,2
PHY339783,1
PHY339784,1
PHY339785,1
PHY339790,5
PHY339794,4
PHY339808,1
PHY339810,1
PHY339812,1
PHY339813,8
PHY339814,1
PHY339817,1
PHY339819,2
PHY339823,1
PHY339825,5
PHY339827,1
PHY339833,2
PHY339834,1
PHY339837,1
PHY339839,1
PHY339841,1
PHY339848,1
PHY339851,1
PHY339855,2
PHY339856,2
PHY339862,2
PHY339864,1
PHY339866,3
PHY339872,2
PHY339873,81
PHY339874,6
PHY339875,3
PHY339877,1
PHY339878,4
PHY339880,5
PHY339881,1
PHY339885,3
PHY339895,2
PHY339903,2
PHY339906,2
PHY339907,2
PHY339910,1
PHY339911,2
PHY339917,1
PHY339922,4
PHY339928,2
PHY339931,1
PHY339932,3
PHY339936,1
PHY339939,7
PHY339941,2
PHY339944,3
PHY339949,3
PHY339952,3
PHY339961,1
PHY339968,4
PHY339971,11
PHY339973,1
PHY339975,1
PHY339980,1
PHY339994,1
PHY339995,1
PHY339996,2
PHY340002,1
PHY340003,1
PHY340008,1
PHY340009,2
PHY340014,1
PHY340021,34
PHY340023,1
PHY340029,1
PHY340032,1
PHY340033,1
PHY340038,1
PHY340039,1
PHY340043,4
PHY340046,1
PHY340048,4
PHY340051,1
PHY340056,1
PHY340060,1
PHY340066,1
PHY340069,1
PHY340071,1
PHY340072,2
PHY340073,1
PHY340075,22
PHY340080,1
PHY340083,9
PHY340084,1
PHY340086,1
PHY340088,1
PHY340089,1
PHY340090,3
PHY340091,1
PHY340094,2
PHY340096,2
PHY340097,1
PHY340098,2
PHY340102,10
PHY340104,1
PHY340108,3
PHY340110,4
PHY340118,12
PHY340119,6
PHY340120,1
PHY340121,1
PHY340123,5
PHY340127,1
PHY340132,1
PHY340134,1
PHY340136,52
PHY340137,1
PHY340139,1
PHY340143,3
PHY340146,1
PHY340150,18
PHY340151,7
PHY340152,3
PHY340158,13
PHY340159,2
PHY340161,2
PHY340171,1
PHY340176,1
PHY340177,2
PHY340178,1
PHY340184,1
PHY340189,1
PHY340190,1
PHY340197,1
PHY340198,1
PHY340205,4
PHY340213,4
PHY340218,1
PHY340225,1
PHY340229,3
PHY340231,1
PHY340233,85
PHY340238,3
PHY340242,1
PHY340247,1
PHY340249,2
PHY340253,1
PHY340260,46
PHY340263,1
PHY340269,1
PHY340270,1
PHY340277,4
PHY340281,1
PHY340283,1
PHY340284,1
PHY340285,9
PHY340290,19
PHY340292,1
PHY340293,1
PHY340296,1
PHY340297,1
PHY340298,8
PHY340305,3
PHY340309,1
PHY340311,3
PHY340316,3
PHY340318,1
PHY340321,5
PHY340322,2
PHY340323,6
PHY340328,28
PHY340332,7
PHY340335,4
PHY340336,17
PHY340344,4
PHY340348,1
PHY340349,1
PHY340352,1
PHY340356,2
PHY340358,1
PHY340361,1
PHY340363,2
PHY340369,1
PHY340378,3
PHY340381,1
PHY340384,1
PHY340385,1
PHY340393,1
PHY340397,1
PHY340398,1
PHY340399,2
PHY340403,1
PHY340405,1
PHY340407,4
PHY340408,1
PHY340409,2
PHY340410,1
PHY340413,53
PHY340415,1
PHY340416,1
PHY340419,3
PHY340420,2
PHY340423,1
PHY340432,1
PHY340434,1
PHY340436,10
PHY340437,1
PHY340441,1
PHY340442,1
PHY340450,2
PHY340455,1
PHY340458,5
PHY340459,1
PHY340462,4
PHY340467,6
PHY340469,1
PHY340471,1
PHY340472,12
PHY340474,1
PHY340477,1
PHY340480,3
PHY340481,2
PHY340484,1
PHY340492,1
PHY340503,20
PHY340508,3
PHY340510,1
PHY340527,9
PHY340529,1
PHY340530,3
PHY340536,3
PHY340537,1
PHY340538,3
PHY340540,1
PHY340548,1
PHY340551,2
PHY340556,1
PHY340559,2
PHY340560,4
PHY340563,1
PHY340564,1
PHY340566,2
PHY340570,2
PHY340571,1
PHY340574,1
PHY340576,1
PHY340577,1
PHY340581,1
PHY340583,1
PHY340584,1
PHY340588,1
PHY340591,1
PHY340593,1
PHY340596,1
PHY340597,1
PHY340598,4
PHY340600,1
PHY340604,1
PHY340605,1
PHY340607,1
PHY340612,1
PHY340613,1
PHY340620,3
PHY340622,7
PHY340624,1
PHY340625,3
PHY340627,3
PHY340633,1
PHY340634,16
PHY340638,1
PHY340651,3
PHY340661,1
PHY340664,1
PHY340665,1
PHY340666,1
PHY340668,1
PHY340669,2
PHY340673,1
PHY340675,1
PHY340676,2
PHY340677,1
PHY340678,1
PHY340679,1
PHY340680,1
PHY340681,1
PHY340682,1
PHY340686,4
PHY340694,1
PHY340698,1
PHY340705,2
PHY340708,1
PHY340710,1
PHY340711,4
PHY340715,9
PHY340717,2
PHY340719,6
PHY340722,1
PHY340723,2
PHY340727,4
PHY340731,1
PHY340735,2
PHY340739,1
PHY340742,3
PHY340744,1
PHY340749,1
PHY340752,1
PHY340754,1
PHY340757,1
PHY340760,4
PHY340774,2
PHY340775,1
PHY340776,1
PHY340780,2
PHY340784,1
PHY340787,2
PHY340788,2
PHY340789,1
PHY340791,8
PHY340795,1
PHY340799,1
PHY340801,6
PHY340802,1
PHY340803,1
PHY340814,6
PHY340819,1
PHY340821,1
PHY340823,1
PHY340824,2
PHY340825,1
PHY340828,5
PHY340830,1
PHY340832,4
PHY340833,2
PHY340836,1
PHY340838,1
PHY340839,22
PHY340840,5
PHY340843,1
PHY340846,1
PHY340850,2
PHY340852,3
PHY340864,3
PHY340868,17
PHY340869,3
PHY340882,12
PHY340887,1
PHY340888,3
PHY340893,1
PHY340897,1
PHY340898,1
PHY340900,8
PHY340902,1
PHY340911,2
PHY340912,3
PHY340915,1
PHY340916,1
PHY340918,2
PHY340925,1
PHY340926,1
PHY340932,1
PHY340935,2
PHY340937,1
PHY340939,1
PHY340942,2
PHY340945,2
PHY340946,3
PHY340953,1
PHY340956,1
PHY340957,1
PHY340958,1
PHY340966,2
PHY340967,1
PHY340971,1
PHY340972,1
PHY340977,1
PHY340978,1
PHY340979,1
PHY340984,1
PHY340985,1
PHY340986,3
PHY340989,1
PHY340991,5
PHY340994,1
PHY340999,2
PHY341012,1
PHY341013,11
PHY341014,1
PHY341018,11
PHY341020,1
PHY341021,1
PHY341023,1
PHY341028,1
PHY341030,1
PHY341031,1
PHY341040,1
PHY341041,46
PHY341042,5
PHY341044,6
PHY341045,2
PHY341047,1
PHY341051,1
PHY341055,1
PHY341056,3
PHY341059,1
PHY341061,3
PHY341065,2
PHY341067,1
PHY341068,25
PHY341069,1
PHY341070,1
PHY341075,1
PHY341078,5
PHY341080,2
PHY341083,1
PHY341086,2
PHY341093,1
PHY341094,1
PHY341103,1
PHY341104,1
PHY341106,1
PHY341107,1
PHY341111,2
PHY341117,2
PHY341119,2
PHY341124,1
PHY341131,1
PHY341132,6
PHY341136,1
PHY341138,2
PHY341139,2
PHY341140,1
PHY341154,1
PHY341157,1
PHY341161,4
PHY341163,1
PHY341164,1
PHY341166,3
PHY341170,1
PHY341174,1
PHY341176,5
PHY341177,1
PHY341178,1
PHY341179,1
PHY341185,1
PHY341186,1
PHY341190,1
PHY341195,1
PHY341196,1
PHY341197,1
PHY341208,1
PHY341209,1
PHY341210,2
PHY341211,3
PHY341212,1
PHY341218,1
PHY341220,1
PHY341226,1
PHY341227,1
PHY341230,1
PHY341231,1
PHY341232,1
PHY341234,1
PHY341236,3
PHY341237,1
PHY341239,1
PHY341244,1
PHY341246,1
PHY341247,2
PHY341251,1
PHY341254,2
PHY341258,3
PHY341269,1
PHY341270,1
PHY341273,1
PHY341280,4
PHY341281,1
PHY341285,7
PHY341286,1
PHY341287,2
PHY341292,10
PHY341293,1
PHY341295,1
PHY341301,5
PHY341302,1
PHY341303,1
PHY341305,1
PHY341307,2
PHY341311,1
PHY341313,1
PHY341314,1
PHY341317,2
PHY341325,43
PHY341327,1
PHY341328,3
PHY341329,2
PHY341336,2
PHY341338,2
PHY341339,2
PHY341352,2
PHY341353,1
PHY341354,1
PHY341357,1
PHY341358,2
PHY341361,1
PHY341369,1
PHY341370,2
PHY341378,1
PHY341379,9
PHY341384,3
PHY341385,5
PHY341386,1
PHY341388,15
PHY341389,1
PHY341396,3
PHY341397,1
PHY341398,1
PHY341401,1
PHY341404,7
PHY341405,1
PHY341408,1
PHY341410,2
PHY341412,3
PHY341417,4
PHY341424,1
PHY341429,1
PHY341430,1
PHY341434,1
PHY341436,1
PHY341438,4
PHY341440,1
PHY341443,4
PHY341447,1
PHY341448,1
PHY341452,124
PHY341457,2
PHY341459,1
PHY341462,1
PHY341466,1
PHY341468,1
PHY341470,1
PHY341471,2
PHY341477,1
PHY341485,2
PHY341487,1
PHY341490,3
PHY341492,1
PHY341497,1
PHY341501,1
PHY341502,1
PHY341503,1
PHY341507,2
PHY341508,6
PHY341516,1
PHY341520,3
PHY341522,1
PHY341528,1
PHY341533,1
PHY341536,2
PHY341544,5
PHY341546,1
PHY341551,1
PHY341553,31
PHY341555,1
PHY341556,1
PHY341559,4
PHY341560,154
PHY341561,1
PHY341563,2
PHY341566,1
PHY341568,4
PHY341574,1
PHY341575,1
PHY341578,224
PHY341586,3
PHY341596,4
PHY341598,2
PHY341600,2
PHY341607,1
PHY341613,1
PHY341616,1
PHY341619,1
PHY341620,2
PHY341624,1
PHY341625,1
PHY341630,2
PHY341635,1
PHY341637,2
PHY341644,1
PHY341651,2
PHY341654,3
PHY341655,16
PHY341660,1
PHY341661,1
PHY341667,1
PHY341668,1
PHY341671,62
PHY341674,11
PHY341677,2
PHY341679,1
PHY341690,1
PHY341695,3
PHY341699,2
PHY341702,7
PHY341709,1
PHY341712,2
PHY341720,1
PHY341722,1
PHY341724,1
PHY341726,14
PHY341728,1
PHY341731,1
PHY341733,5
PHY341742,1
PHY341744,2
PHY341748,1
PHY341749,1
PHY341750,1
PHY341754,5
PHY341755,1
PHY341764,3
PHY341765,1
PHY341768,78
PHY341769,1
PHY341770,1
PHY341779,9
PHY341780,16
PHY341784,4
PHY341785,2
PHY341789,1
PHY341790,1
PHY341793,1
PHY341794,1
PHY341797,1
PHY341803,5
PHY341804,1
PHY341808,1
PHY341809,6
PHY341815,1
PHY341819,3
PHY341820,2
PHY341825,1
PHY341828,4
PHY341833,1
PHY341834,1
PHY341836,1
PHY341838,7
PHY341839,1
PHY341852,1
PHY341859,1
PHY341861,1
PHY341863,1
PHY341864,2
PHY341866,3
PHY341867,2
PHY341868,2
PHY341869,1
PHY341870,1
PHY341871,3
PHY341872,1
PHY341874,1
PHY341880,1
PHY341886,1
PHY341888,1
PHY341889,3
PHY341892,1
PHY341904,1
PHY341908,1
PHY341911,1
PHY341918,3
PHY341920,1
PHY341921,6
PHY341926,1
PHY341928,38
PHY341930,1
PHY341933,1
PHY341935,6
PHY341942,1
PHY341943,1
PHY341950,1
PHY341953,2
PHY341954,7
PHY341965,11
PHY341969,1
PHY341973,1
PHY341974,1
PHY341976,2
PHY341977,2
PHY341982,2
PHY341987,1
PHY341988,1
PHY341991,1
PHY341993,2
PHY341994,1
PHY341998,1
PHY341999,4
PHY342004,1
PHY342009,1
PHY342018,1
PHY342021,1
PHY342024,2
PHY342029,5
PHY342030,3
PHY342037,1
PHY342039,2
PHY342040,1
PHY342041,2
PHY342045,2
PHY342059,1
PHY342061,1
PHY342063,2
PHY342064,1
PHY342065,7
PHY342066,25
PHY342067,2
PHY342069,3
PHY342071,3
PHY342076,1
PHY342079,2
PHY342085,1
PHY342092,1
PHY342095,1
PHY342103,23
PHY342108,2
PHY342109,2
PHY342117,2
PHY342121,3
PHY342126,1
PHY342127,1
PHY342128,1
PHY342134,1
PHY342135,1
PHY342142,1
PHY342146,2
PHY342147,1
PHY342149,4
PHY342157,1
PHY342158,1
PHY342159,1
PHY342161,3
PHY342163,1
PHY342165,6
PHY342170,1
PHY342171,2
PHY342172,3
PHY342174,1
PHY342176,4
PHY342180,1
PHY342184,2
PHY342187,2
PHY342201,1
PHY342202,1
PHY342205,13
PHY342206,1
PHY342211,1
PHY342217,1
PHY342221,2
PHY342223,89
PHY342227,1
PHY342238,35
PHY342240,1
PHY342244,1
PHY342248,2
PHY342257,1
PHY342258,1
PHY342259,1
PHY342265,1
PHY342268,2
PHY342273,2
PHY342275,5
PHY342276,2
PHY342279,1
PHY342284,1
PHY342285,6
PHY342288,6
PHY342293,2
PHY342295,1
PHY342296,1
PHY342297,1
PHY342300,1
PHY342301,7
PHY342303,3
PHY342306,2
PHY342307,4
PHY342312,7
PHY342313,1
PHY342316,2
PHY342317,3
PHY342320,1
PHY342322,1
PHY342323,1
PHY342324,19
PHY342333,2
PHY342334,1
PHY342342,1
PHY342344,34
PHY342354,1
PHY342359,8
PHY342360,1
PHY342363,1
PHY342371,1
PHY342373,1
PHY342379,1
PHY342383,1
PHY342389,1
PHY342392,3
PHY342395,1
PHY342397,1
PHY342399,1
PHY342403,2
PHY342405,2
PHY342410,2
PHY342414,2
PHY342419,1
PHY342421,2
PHY342422,1
PHY342425,2
PHY342427,3
PHY342431,1
PHY342432,4
PHY342435,12
PHY342437,2
PHY342445,1
PHY342448,2
PHY342449,3
PHY342451,1
PHY342452,2
PHY342457,4
PHY342461,1
PHY342462,1
PHY342464,5
PHY342465,1
PHY342468,1
PHY342469,1
PHY342481,5
PHY342484,1
PHY342485,1
PHY342486,1
PHY342487,1
PHY342489,1
PHY342490,1
PHY342493,1
PHY342494,11
PHY342495,2
PHY342496,1
PHY342503,1
PHY342510,1
PHY342515,2
PHY342523,3
PHY342525,1
PHY342527,3
PHY342531,1
PHY342532,1
PHY342535,2
PHY342540,1
PHY342541,2
PHY342542,3
PHY342545,1
PHY342546,1
PHY342555,2
PHY342559,1
PHY342563,1
PHY342570,2
PHY342572,1
PHY342574,1
PHY342576,2
PHY342582,56
PHY342583,1
PHY342593,1
PHY342604,1
PHY342610,5
PHY342615,2
PHY342619,1
PHY342633,6
PHY342635,2
PHY342636,1
PHY342641,1
PHY342644,1
PHY342652,7
PHY342656,4
PHY342659,1
PHY342666,1
PHY342667,2
PHY342668,1
PHY342677,1
PHY342678,1
PHY342688,15
PHY342689,1
PHY342691,3
PHY342693,2
PHY342697,1
PHY342698,1
PHY342699,4
PHY342705,2
PHY342707,1
PHY342710,2
PHY342711,1
PHY342713,1
PHY342715,1
PHY342718,2
PHY342719,1
PHY342720,5
PHY342722,1
PHY342724,2
PHY342728,1
PHY342731,2
PHY342732,1
PHY342733,1
PHY342737,1
PHY342738,1
PHY342740,1
PHY342744,1
PHY342750,6
PHY342753,54
PHY342757,1
PHY342759,1
PHY342760,4
PHY342762,1
PHY342764,1
PHY342766,22
PHY342767,14
PHY342769,8
PHY342773,3
PHY342774,2
PHY342778,1
PHY342780,1
PHY342783,1
PHY342789,1
PHY342794,1
PHY342795,1
PHY342797,4
PHY342802,1
PHY342803,7
PHY342804,1
PHY342814,1
PHY342821,2
PHY342827,3
PHY342831,3
PHY342837,1
PHY342842,2
PHY342846,1
PHY342847,4
PHY342851,8
PHY342852,5
PHY342855,2
PHY342857,3
PHY342858,6
PHY342872,1
PHY342873,4
PHY342874,4
PHY342879,2
PHY342881,1
PHY342882,6
PHY342883,1
PHY342888,1
PHY342892,1
PHY342897,2
PHY342900,3
PHY342901,1
PHY342902,1
PHY342906,45
PHY342909,1
PHY342919,2
PHY342923,1
PHY342934,2
PHY342935,4
PHY342936,7
PHY342938,2
PHY342951,13
PHY342954,2
PHY342957,1
PHY342960,4
PHY342961,9
PHY342962,1
PHY342964,1
PHY342965,1
PHY342967,1
PHY342975,2
PHY342979,1
PHY342980,4
PHY342985,2
PHY342993,2
PHY342998,1
PHY343002,2
PHY343004,1
PHY343010,9
PHY343011,1
PHY343026,1
PHY343028,1
PHY343037,2
PHY343044,1
PHY343046,19
PHY343049,6
PHY343050,1
PHY343053,3
PHY343054,1
PHY343056,1
PHY343058,1
PHY343064,1
PHY343071,2
PHY343073,1
PHY343077,2
PHY343082,1
PHY343086,1
PHY343092,2
PHY343093,7
PHY343094,1
PHY343096,7
PHY343100,1
PHY343101,2
PHY343102,3
PHY343103,1
PHY343104,1
PHY343113,1
PHY343114,6
PHY343116,1
PHY343130,2
PHY343132,3
PHY343135,1
PHY343139,2
PHY343140,1
PHY343141,1
PHY343142,1
PHY343151,3
PHY343153,1
PHY343154,1
PHY343155,1
PHY343158,2
PHY343159,1
PHY343160,1
PHY343165,1
PHY343166,1
PHY343167,2
PHY343169,1
PHY343170,1
PHY343172,2
PHY343176,1
PHY343177,7
PHY343178,1
PHY343181,1
PHY343197,1
PHY343200,1
PHY343210,2
PHY343215,2
PHY343216,1
PHY343220,1
PHY343227,1
PHY343236,1
PHY343238,1
PHY343240,14
PHY343244,1
PHY343246,1
PHY343247,1
PHY343250,1
PHY343253,1
PHY343254,1
PHY343255,1
PHY343259,3
PHY343263,16
PHY343266,1
PHY343270,1
PHY343273,9
PHY343274,1
PHY343282,3
PHY343287,2
PHY343289,1
PHY343291,7
PHY343292,2
PHY343295,5
PHY343296,2
PHY343297,1
PHY343306,2
PHY343308,1
PHY343311,1
PHY343314,4
PHY343321,1
PHY343322,2
PHY343323,3
PHY343326,1
PHY343328,22
PHY343330,1
PHY343331,7
PHY343332,1
PHY343334,1
PHY343335,1
PHY343340,1
PHY343341,1
PHY343345,3
PHY343359,1
PHY343361,4
PHY343365,1
PHY343367,1
PHY343369,1
PHY343379,34
PHY343384,2
PHY343385,3
PHY343387,1
PHY343391,1
PHY343397,1
PHY343402,4
PHY343413,8
PHY343418,1
PHY343419,1
PHY343427,3
PHY343432,1
PHY343433,2
PHY343438,15
PHY343444,1
PHY343446,1
PHY343447,1
PHY343448,8
PHY343450,1
PHY343452,1
PHY343454,5
PHY343457,2
PHY343459,1
PHY343461,1
PHY343466,1
PHY343469,8
PHY343470,1
PHY343472,1
PHY343474,1
PHY343476,5
PHY343485,1
PHY343487,2
PHY343490,4
PHY343493,1
PHY343498,5
PHY343509,1
PHY343516,3
PHY343519,1
PHY343523,2
PHY343538,1
PHY343540,1
PHY343548,1
PHY343549,3
PHY343551,1
PHY343555,2
PHY343556,1
PHY343559,2
PHY343563,1
PHY343565,11
PHY343568,1
PHY343579,4
PHY343582,1
PHY343586,1
PHY343589,10
PHY343598,1
PHY343599,1
PHY343601,1
PHY343606,1
PHY343607,1
PHY343611,1
PHY343623,1
PHY343629,1
PHY343640,2
PHY343641,2
PHY343647,1
PHY343653,2
PHY343655,4
PHY343658,1
PHY343662,2
PHY343670,1
PHY343671,1
PHY343673,1
PHY343675,1
PHY343676,1
PHY343677,1
PHY343678,1
PHY343683,1
PHY343684,3
PHY343685,1
PHY343688,9
PHY343691,1
PHY343693,1
PHY343694,25
PHY343698,2
PHY343702,1
PHY343705,1
PHY343714,1
PHY343721,1
PHY343722,6
PHY343724,1
PHY343725,1
PHY343726,1
PHY343730,1
PHY343738,1
PHY343740,1
PHY343744,1
PHY343746,1
PHY343750,1
PHY343754,1
PHY343763,1
PHY343765,2
PHY343766,2
PHY343767,23
PHY343770,1
PHY343771,4
PHY343780,4
PHY343781,2
PHY343788,1
PHY343794,1
PHY343795,1
PHY343799,5
PHY343800,1
PHY343805,1
PHY343806,1
PHY343807,1
PHY343819,1
PHY343828,4
PHY343831,1
PHY343835,3
PHY343836,3
PHY343840,1
PHY343844,1
PHY343845,1
PHY343846,1
PHY343847,1
PHY343851,1
PHY343852,3
PHY343859,1
PHY343868,9
PHY343869,3
PHY343874,1
